39,77516, Bachelors, White, Male,40, United-States
59,236426, Assoc-acdm, White, Female,50, United-States
22,400966, Some-college, White, Female,40, United-States
40,404573, Some-college, White, Female,44, United-States
35,227571, 7th-8th, White, Male,40, Mexico
20,145917, Some-college, White, Female,15, United-States
35,190226, HS-grad, White, Male,40, United-States
28,356555, Some-college, White, Male,48, United-States
28,66473, HS-grad, White, Male,40, United-States
37,172256, Some-college, White, Male,20, United-States
72,118902, Doctorate, White, Male,6, United-States
25,163039, Assoc-acdm, White, Male,60, United-States
37,89559, HS-grad, White, Female,40, United-States
19,35507, Some-college, White, Female,45, United-States
31,163303, Assoc-voc, White, Female,38, United-States
41,192712, HS-grad, White, Female,40, United-States
31,381153, 10th, White, Male,40, United-States
44,222434, HS-grad, White, Male,40, United-States
20,34706, Some-college, Black, Male,47, United-States
57,47857, Some-college, White, Male,50, United-States
26,195216, HS-grad, White, Female,12, United-States
44,103643, HS-grad, White, Male,60, Greece
29,329426, HS-grad, White, Male,40, United-States
36,183612, HS-grad, White, Male,40, United-States
40,184105, Assoc-voc, White, Male,40, United-States
21,211385, Assoc-acdm, Black, Male,35, Jamaica
21,61777, Some-college, White, Male,70, United-States
34,320194, Prof-school, White, Male,48, United-States
24,199444, Bachelors, White, Female,15, United-States
28,312588, 10th, White, Female,40, United-States
35,168675, HS-grad, White, Male,50, United-States
35,87556, HS-grad, White, Male,40, United-States
38,220421, Bachelors, White, Female,40, United-States
44,404599, HS-grad, Black, Female,40, United-States
39,99065, Bachelors, White, Female,40, Poland
57,109973, HS-grad, White, Female,40, United-States
19,246652, Some-college, White, Female,40, United-States
29,57423, Assoc-voc, White, Male,48, United-States
23,291248, HS-grad, Black, Male,40, United-States
50,163708, HS-grad, White, Female,40, United-States
51,240358, Some-college, White, Male,20, United-States
28,25955, Assoc-voc, Amer-Indian-Eskimo, Male,40, United-States
44,101593, Bachelors, White, Male,60, United-States
29,227890, Bachelors, Black, Male,40, United-States
31,225053, HS-grad, White, Male,45, United-States
27,228472, Bachelors, White, Male,45, United-States
34,245378, Bachelors, White, Male,45, United-States
50,156623, Prof-school, Asian-Pac-Islander, Male,50, Philippines
27,35032, Some-college, White, Male,40, United-States
31,258849, Assoc-voc, Black, Female,40, United-States
46,190115, Assoc-acdm, White, Male,40, United-States
39,63910, Some-college, Asian-Pac-Islander, Female,40, United-States
40,510072, Bachelors, White, Male,55, United-States
28,210867, 11th, White, Male,40, United-States
18,263024, HS-grad, White, Female,40, United-States
51,306785, HS-grad, White, Female,40, United-States
58,104333, HS-grad, White, Male,50, United-States
66,340734, HS-grad, White, Male,40, United-States
36,288585, HS-grad, Asian-Pac-Islander, Female,20, South
38,241765, 11th, White, Female,60, United-States
25,111058, Assoc-acdm, White, Male,40, United-States
25,104662, HS-grad, White, Female,22, United-States
90,313986, 11th, White, Male,40, United-States
41,52037, Some-college, White, Female,40, United-States
34,146589, HS-grad, Black, Female,40, United-States
33,131776, Bachelors, White, Female,40, Germany
33,254221, HS-grad, White, Female,40, United-States
35,152909, Bachelors, White, Male,45, United-States
39,211785, HS-grad, Black, Female,20, United-States
59,160362, HS-grad, White, Male,60, United-States
19,387215, Some-college, White, Male,16, United-States
39,187046, HS-grad, White, Male,38, United-States
19,208874, Some-college, White, Male,40, United-States
27,169631, HS-grad, White, Female,40, United-States
52,202956, 7th-8th, White, Male,40, United-States
59,80467, HS-grad, White, Female,24, United-States
28,407672, Some-college, White, Female,40, United-States
37,243425, HS-grad, White, Female,50, Peru
50,174964, 10th, White, Male,99, United-States
36,347491, Bachelors, White, Male,50, United-States
34,146161, Bachelors, White, Male,60, United-States
23,449432, Some-college, White, Male,40, United-States
19,175499, 11th, White, Female,30, United-States
33,288825, HS-grad, White, Male,84, United-States
27,134813, Masters, White, Male,52, United-States
31,190401, Masters, White, Male,40, United-States
21,260617, 10th, White, Male,36, United-States
31,45604, HS-grad, White, Male,54, United-States
59,67841, HS-grad, White, Male,40, United-States
40,244522, Masters, White, Male,48, United-States
19,430471, 11th, White, Male,40, United-States
47,194698, HS-grad, White, Male,50, United-States
34,94235, Bachelors, White, Male,40, United-States
57,188330, HS-grad, White, Male,78, United-States
51,146181, 9th, Black, Male,40, United-States
21,177125, Some-college, White, Male,20, United-States
30,68330, Some-college, White, Male,50, United-States
46,95636, Some-college, White, Male,45, United-States
40,238329, Bachelors, White, Female,45, United-States
52,416129, Preschool, White, Male,40, El-Salvador
23,285004, Bachelors, Asian-Pac-Islander, Male,50, Taiwan
90,256514, Bachelors, White, Female,10, United-States
25,186294, HS-grad, White, Female,50, United-States
43,188786, Some-college, White, Male,45, United-States
38,31352, Some-college, Amer-Indian-Eskimo, Female,40, United-States
22,197613, Assoc-voc, White, Female,30, United-States
33,161942, Bachelors, White, Female,40, United-States
34,275438, Some-college, White, Male,40, United-States
65,361721, Assoc-voc, White, Male,20, United-States
50,144968, HS-grad, White, Male,15, United-States
29,190539, Bachelors, White, Male,48, United-States
25,178037, HS-grad, White, Male,40, United-States
54,306985, Some-college, White, Female,40, United-States
49,87928, HS-grad, White, Male,40, United-States
44,242619, Some-college, White, Male,40, United-States
24,154165, 9th, White, Female,40, United-States
25,511331, Bachelors, White, Male,38, United-States
65,221026, HS-grad, White, Male,20, United-States
56,222182, HS-grad, Black, Male,45, United-States
39,126569, Prof-school, White, Male,60, United-States
23,202344, Bachelors, White, Female,40, United-States
20,190423, Some-college, White, Female,20, United-States
24,238917, 5th-6th, White, Male,40, El-Salvador
41,221947, Some-college, White, Male,50, United-States
40,37997, Some-college, White, Male,50, United-States
55,147098, HS-grad, White, Male,50, United-States
38,278253, HS-grad, White, Female,48, United-States
23,195411, HS-grad, Black, Female,40, United-States
44,76196, Bachelors, White, Male,50, United-States
45,120131, Some-college, White, Male,40, United-States
20,186014, Some-college, White, Female,12, Germany
29,205903, HS-grad, White, Male,40, United-States
43,125405, HS-grad, White, Male,40, United-States
30,219838, 12th, White, Male,40, United-States
28,19395, Some-college, White, Female,38, United-States
31,223327, HS-grad, White, Male,40, United-States
52,114062, HS-grad, White, Female,40, United-States
36,95654, Bachelors, White, Female,50, Iran
38,177305, HS-grad, White, Male,45, United-States
66,299616, Some-college, White, Male,40, United-States
63,117681, Assoc-voc, White, Male,40, United-States
21,237651, Some-college, White, Male,35, United-States
33,150570, HS-grad, White, Male,40, United-States
46,106705, Some-college, White, Female,50, United-States
20,174714, Some-college, White, Male,20, United-States
47,175958, Bachelors, White, Male,60, United-States
33,144064, Doctorate, White, Male,55, United-States
66,107112, 7th-8th, Black, Male,30, United-States
20,54152, Some-college, White, Female,30, NA
28,152951, HS-grad, White, Male,40, United-States
46,190487, HS-grad, White, Female,28, Ecuador
25,306666, Some-college, Black, Male,45, United-States
37,195148, HS-grad, White, Male,40, United-States
31,226624, 9th, White, Male,60, United-States
49,157569, HS-grad, White, Male,40, United-States
22,22966, Some-college, White, Male,20, United-States
52,379682, Assoc-voc, White, Female,20, United-States
29,446559, Assoc-acdm, White, Female,50, United-States
18,41794, 11th, White, Female,20, United-States
31,90409, Some-college, White, Male,35, United-States
23,125491, Some-college, Asian-Pac-Islander, Female,35, Vietnam
27,129661, Assoc-voc, Amer-Indian-Eskimo, Female,40, United-States
54,104748, 10th, White, Male,65, United-States
50,169182, HS-grad, White, Female,49, Dominican-Republic
46,324655, Masters, White, Male,40, NA
24,122272, Bachelors, White, Female,40, United-States
17,114798, 11th, White, Female,18, United-States
49,289707, HS-grad, White, Male,45, United-States
54,137691, HS-grad, White, Male,40, United-States
41,84610, Bachelors, White, Male,60, United-States
49,166789, HS-grad, White, Male,40, United-States
36,348728, Bachelors, White, Female,35, United-States
23,348092, HS-grad, Black, Male,40, Haiti
63,154526, Some-college, White, Female,40, United-States
67,288371, HS-grad, White, Male,40, Canada
23,182342, HS-grad, White, Male,40, United-States
22,244366, Bachelors, White, Male,40, United-States
66,102423, Assoc-voc, White, Male,30, United-States
25,259688, 11th, White, Male,50, United-States
30,98733, Some-college, White, Female,20, United-States
35,174856, HS-grad, White, Male,40, United-States
67,141797, 7th-8th, White, Male,40, United-States
30,327202, 12th, Black, Male,40, United-States
26,76996, Some-college, Black, Female,38, United-States
34,260560, HS-grad, White, Male,40, United-States
21,370990, Some-college, White, Male,40, United-States
18,129010, 12th, White, Male,10, United-States
21,452640, HS-grad, White, Male,40, United-States
76,120796, 9th, White, Male,40, United-States
51,45334, Some-college, Asian-Pac-Islander, Male,70, NA
26,229523, HS-grad, White, Female,56, United-States
18,127388, 12th, White, Female,25, United-States
18,395567, 11th, White, Male,40, United-States
34,119422, Assoc-voc, White, Male,50, United-States
59,193895, HS-grad, White, Female,40, United-States
55,163083, Bachelors, White, Male,45, United-States
33,155343, Some-college, White, Male,72, United-States
25,73895, HS-grad, White, Female,10, United-States
48,107682, HS-grad, White, Female,10, United-States
64,321166, Bachelors, White, Female,5, United-States
47,154940, Masters, White, Female,45, United-States
26,103700, Some-college, White, Female,40, United-States
36,63509, Assoc-acdm, White, Male,48, United-States
21,243842, HS-grad, White, Male,40, United-States
54,187221, 7th-8th, White, Female,25, United-States
30,58597, HS-grad, White, Male,44, United-States
41,190290, HS-grad, White, Male,40, United-States
53,158352, Masters, White, Female,35, United-States
34,62165, Some-college, Black, Male,30, United-States
20,307149, Some-college, White, Female,35, United-States
24,280134, 10th, White, Male,49, El-Salvador
26,118736, Bachelors, White, Female,20, United-States
25,171114, HS-grad, White, Female,48, United-States
35,169638, Some-college, White, Female,36, United-States
41,125461, Some-college, White, Male,40, United-States
33,145434, 11th, White, Male,40, United-States
18,152182, Some-college, White, Female,25, United-States
27,233724, HS-grad, White, Male,38, United-States
32,153963, HS-grad, White, Female,35, United-States
51,88120, HS-grad, Black, Male,40, United-States
38,96330, Assoc-voc, Black, Female,40, United-States
41,66118, Some-college, White, Female,25, United-States
26,182178, Some-college, White, Male,40, United-States
38,53628, Assoc-voc, White, Male,35, United-States
54,174865, 9th, White, Male,45, United-States
30,66194, Bachelors, White, Female,60, Outlying-US(Guam-USVI-etc)
31,73796, Some-college, White, Female,30, United-States
26,28366, Bachelors, White, Male,40, United-States
75,231741, Doctorate, White, Male,3, United-States
29,237865, Masters, Black, Male,40, United-States
61,195453, HS-grad, White, Male,50, United-States
24,116934, Some-college, White, Female,45, United-States
22,87867, 12th, White, Male,30, United-States
34,456399, Assoc-acdm, White, Male,40, United-States
42,263608, Some-college, White, Male,40, United-States
24,263498, 11th, White, Male,40, United-States
42,183765, Assoc-acdm, White, Male,40, NA
27,469705, HS-grad, Black, Male,40, United-States
39,113253, Bachelors, White, Female,50, United-States
20,138768, HS-grad, White, Male,40, United-States
51,302146, 11th, Black, Female,40, United-States
68,253866, Bachelors, White, Male,30, United-States
28,214858, HS-grad, White, Male,48, United-States
43,243476, HS-grad, White, Female,40, United-States
35,169104, Some-college, White, Male,40, United-States
44,103218, HS-grad, Black, Female,40, United-States
